,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo
383,0.1650045740260326,0.8436129669587799,0.4381384151117235,-1.1723688192969697,0.9310574765989712,0.4654230552724428,-0.3576775450818007,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,0.1650045740260326,0.6727376583312791,0.4381384151117235,0.495391465067795,0.57742020713178,0.558414849296101,-0.3576775450818007,16.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,-0.46669001683579964,-0.021351939691162888,0.4381384151117235,-1.3635924222938007,0.9310574765989712,1.3947796768328247,-0.3576775450818007,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,-1.098384607697632,0.8436427933348712,-1.8049607180152247,-1.5330310578606128,2.285270337876177,2.0739752750337885,2.138774481202568,28.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,1.428393755749697,-1.3337124877117656,0.4381384151117235,-1.169948267360301,1.4305072694957626,1.1676327191975715,2.138774481202568,28.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
388,-1.098384607697632,2.036668010613873,0.4381384151117235,0.33079393337432045,-1.3868588441267415,-1.2509023503191388,-0.3576775450818007,0.92,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,-0.15084272140488353,-0.11083106796529489,0.4381384151117235,-1.0489206705268639,-0.9427172497722123,-0.9197243313616439,-0.3576775450818007,2.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,1.112546460318781,-0.6480041013710007,0.4381384151117235,-1.3635924222938007,0.9310574765989712,1.3947796768328247,-0.3576775450818007,53.83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,-0.7825373122667157,-0.20722991549262643,-1.8049607180152247,-0.3203345375895713,-0.05443406106315394,0.15239434017872033,-0.3576775450818007,4.95,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,-0.15084272140488353,-0.021351939691162888,0.4381384151117235,-0.3881099918162964,2.29532637397477,1.96171153979396,-0.3576775450818007,33.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,-0.15084272140488353,0.5453492060450065,0.4381384151117235,-0.8697998272133767,2.29532637397477,2.9515034721584494,-0.3576775450818007,27.95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,-1.098384607697632,0.008474436400214449,0.4381384151117235,-1.1215372286269263,0.29249918433830846,0.8343965317606798,-0.3576775450818007,7.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395,1.112546460318781,-0.5718871895858058,0.4381384151117235,-0.6301651854831709,0.57742020713178,1.1446186534734069,-0.3576775450818007,25.71,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0.1650045740260326,1.161234045955857,0.4381384151117235,-1.3635924222938007,0.9310574765989712,1.3947796768328247,-0.3576775450818007,29.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,-0.15084272140488353,-0.6387877511587651,0.4381384151117235,-0.8455943078466893,0.8707212600074125,1.0636016578753302,-0.3576775450818007,19.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,1.112546460318781,-0.8426510317433292,0.4381384151117235,-0.7100433993932395,0.9310574765989712,0.12807053087675752,2.138774481202568,13.05,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,0.48085186945694874,-0.4687475810618229,0.4381384151117235,0.8294276323280824,0.622672369575449,1.4378141086747593,-0.3576775450818007,25.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1.112546460318781,-1.4231916159858977,0.4381384151117235,-0.7100433993932395,-0.21197862660777939,0.07755185001883452,2.138774481202568,8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,-1.098384607697632,1.0553205844553761,-1.8049607180152247,-0.5648102831931149,1.3014548062304843,1.9055796721740457,-0.3576775450818007,7.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,-2.6776210848522126,-1.5176219226911982,0.4381384151117235,-1.2425648254603636,-0.21533063864064375,-0.3584056551625003,-0.3576775450818007,0.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,1.112546460318781,-0.4911173631303559,0.4381384151117235,-0.27676460272953396,-0.7147804315374351,-0.5855526127977537,-0.3576775450818007,6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1.428393755749697,-1.0236076554897156,0.4381384151117235,-1.65405865469405,2.300354392024067,4.749594298249707,-0.3576775450818007,70.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,0.48085186945694874,-1.0712403781076452,-1.8049607180152247,0.6696712045079453,-1.3566907358309621,-1.0843778097133927,-0.3576775450818007,2.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1.428393755749697,-0.4889698640517767,0.4381384151117235,0.1371497784408207,-0.7147804315374351,-0.5855526127977537,-0.3576775450818007,5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,-0.15084272140488353,-0.12347745142803888,0.4381384151117235,-1.2909758641937383,-0.21868265067350812,-0.24614191992267156,-0.3576775450818007,4.35,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,-1.098384607697632,-0.05117831578254022,0.4381384151117235,-0.45104434216968414,-0.7131044255210028,-0.7344891682159264,-0.3576775450818007,2.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,0.7966991648878649,-0.2897893245135589,0.4381384151117235,-0.7439311265066021,0.29249918433830846,1.3955281017344239,-0.3576775450818007,24.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1.112546460318781,-1.0007606514037204,0.4381384151117235,-0.7366694706965959,-0.05443406106315394,0.15239434017872033,-0.3576775450818007,12.03,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,-0.7825373122667157,-0.2003101962394269,-1.8049607180152247,-1.595965408214,0.2891471723054441,1.3629716185148735,-0.3576775450818007,8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,0.1650045740260326,-1.3366951253209034,0.4381384151117235,-0.3663250243862778,0.6277003876247456,1.4206003359379857,-1.6059035582239851,28.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,-0.15084272140488353,-0.5880530854273323,0.4381384151117235,1.2723886367384623,-0.43488742679326003,-0.8628440388401306,-0.3576775450818007,5.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
414,0.1650045740260326,-0.7968377180669736,-1.8049607180152247,0.25817737527425794,-0.7131044255210028,-0.4931221374502948,-0.3576775450818007,3.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1.428393755749697,-1.308926769179831,0.4381384151117235,0.7422877626080069,-0.7147804315374351,-0.5623514408481892,-0.3576775450818007,9.89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,-0.46669001683579964,2.5740498286522184,0.4381384151117235,0.40341049147438296,0.57742020713178,0.4667327988502407,-0.3576775450818007,6.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,1.428393755749697,-1.3008438212590678,0.4381384151117235,0.6696712045079453,-1.3566907358309621,-1.0843778097133927,-0.3576775450818007,4.06,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,1.7442410511806132,-0.9474609173284291,0.4381384151117235,0.49297091313112673,-0.2723148431993381,-0.08803715945991272,-0.3576775450818007,13.37,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
419,-0.7825373122667157,0.03328998130824039,0.4381384151117235,-0.5163992444597402,2.29532637397477,2.710136441392818,-0.3576775450818007,25.82,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0.7966991648878649,-0.6695685712850665,0.4381384151117235,1.0666417221216187,-1.3868588441267415,-1.2321917277791672,-0.3576775450818007,3.74,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,0.48085186945694874,-0.7073585897928416,-1.8049607180152247,-0.37116612825961515,0.604236303394695,0.6893892070759011,-0.3576775450818007,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,-2.0459264939903803,-0.048195678173402486,0.4381384151117235,0.1371497784408207,-1.04830562880744,-0.8617214014877325,-0.3576775450818007,1.45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,-1.7300791985594641,-0.49857395715320024,0.4381384151117235,-0.15331645395942847,-0.21197862660777939,-0.6577756158020436,-0.3576775450818007,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1.112546460318781,-0.7419273596827479,0.4381384151117235,-0.782659957493302,-0.7164564375538672,-0.7513287285019008,-0.3576775450818007,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,0.1650045740260326,-1.2442333594376336,0.4381384151117235,-1.1215372286269263,-0.37622721621813354,-0.2687817731960369,3.3870004943447523,3.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0.7966991648878649,0.776682579009729,0.4381384151117235,-0.5744924909397897,1.507603546251643,-0.9552745141875897,2.138774481202568,7.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,0.1650045740260326,-1.0772056533259204,0.4381384151117235,0.6696712045079453,-1.3566907358309621,-1.0843778097133927,-0.3576775450818007,2.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1.112546460318781,-0.7982693841193597,0.4381384151117235,-1.2909758641937383,-0.05443406106315394,0.15239434017872033,-0.3576775450818007,13.77,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1.112546460318781,-1.2442333594376336,-1.8049607180152247,-0.5430253157630962,-0.04270201894812864,-0.1806547410327715,-0.3576775450818007,7.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,-1.7300791985594641,0.15575708153943574,-1.8049607180152247,-1.3151813835604256,0.29417519035474066,0.31517675627647207,-0.3576775450818007,2.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0.1650045740260326,0.30673819731398777,0.4381384151117235,0.9601374369081944,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,2.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
432,-0.15084272140488353,0.14782326549912936,0.4381384151117235,-0.5648102831931149,0.9310574765989712,0.5022829816761866,2.138774481202568,7.53,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,1.112546460318781,-0.9106253428555782,0.4381384151117235,0.06453322034075906,-0.7147804315374351,-0.586113931473953,-0.3576775450818007,7.98,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0.1650045740260326,-0.5582267093359549,-1.8049607180152247,-1.010191839540164,0.57742020713178,1.1440573347972076,-0.3576775450818007,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,-0.7825373122667157,0.30673819731398777,-1.8049607180152247,0.04032770097407127,-0.7147804315374351,-0.5118327599902662,-0.3576775450818007,2.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436,-1.098384607697632,0.2769118212226105,-1.8049607180152247,-1.2498264812703697,0.6293763936411778,0.015806795636928786,-0.3576775450818007,3.85,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437,0.48085186945694874,0.7208177765905793,0.4381384151117235,-1.339386902927113,1.4589993717751095,-0.20872067484272866,2.138774481202568,13.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,0.7966991648878649,0.7010130628659048,0.4381384151117235,2.2478710672159665,-1.391886862176038,-1.2378049145411587,-0.3576775450818007,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,1.428393755749697,-1.3061827425794243,0.4381384151117235,1.6378919791754432,-0.6293041246993936,-0.4613140791323433,-0.3576775450818007,8.92,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,0.7966991648878649,0.8925878765008214,0.4381384151117235,-0.7657160939366208,0.57742020713178,1.2694185058150163,-0.3576775450818007,20.37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.7966991648878649,-1.1179186566906505,0.4381384151117235,0.8294276323280824,0.622672369575449,1.4378141086747593,-0.3576775450818007,36.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0.7966991648878649,-0.1704241673958668,0.4381384151117235,-1.6952080376174186,4.207649238723894,4.154596501478614,2.138774481202568,48.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0.7966991648878649,-1.4888096433869278,0.4381384151117235,0.06453322034075906,-0.7147804315374351,-0.586113931473953,-0.3576775450818007,7.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,-0.46669001683579964,0.7764737943770894,0.4381384151117235,0.1637758497441776,-0.2723148431993381,-0.08803715945991272,-0.3576775450818007,5.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445,0.7966991648878649,-0.17048382014804955,0.4381384151117235,1.4684533436086302,-0.8438328948027134,-0.7887499735818437,-0.3576775450818007,5.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0.1650045740260326,-0.7531420770931058,0.4381384151117235,1.056959514374944,-0.2103026205913472,-0.4362418449287815,-0.3576775450818007,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,-0.15084272140488353,0.5893729371558795,0.4381384151117235,-0.45104434216968414,-0.7131044255210028,-0.7344891682159264,-0.3576775450818007,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
448,1.112546460318781,-1.2740597355290109,0.4381384151117235,1.3716312661418808,-0.8438328948027134,-0.8074605961218152,-0.3576775450818007,4.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,-0.15084272140488353,-0.2897893245135589,0.4381384151117235,0.6745123083812826,-0.6293041246993936,-0.4557008923703519,-0.3576775450818007,2.95,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,-0.7825373122667157,-0.24606385716359971,0.4381384151117235,-0.32275508952624044,-0.21197862660777939,0.0906492857968146,-0.3576775450818007,3.26,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,-1.7300791985594641,-0.3196157006049362,-1.8049607180152247,-0.10006431135271551,-0.9008170993614076,-0.9552745141875897,-0.3576775450818007,2.22,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,-0.46669001683579964,3.160018813343418,0.4381384151117235,-1.293396416130407,1.4589993717751095,-0.24614191992267156,2.138774481202568,10.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,1.112546460318781,-0.9417342531188847,0.4381384151117235,2.361637008239397,-0.6293041246993936,-0.4613140791323433,-0.3576775450818007,8.26,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,-0.15084272140488353,0.36639094949674245,0.4381384151117235,-1.3999007013438316,2.2768903077940164,1.0448910353353587,2.138774481202568,14.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,1.428393755749697,-0.9040635401154751,0.4381384151117235,-1.3877979416604882,0.5472520988360007,1.462886342878321,-0.3576775450818007,51.43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,0.1650045740260326,-0.34944207669631355,0.4381384151117235,-0.6132213219264896,0.8791012900895734,1.0636016578753302,-0.3576775450818007,23.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,-0.46669001683579964,0.22572975984980695,0.4381384151117235,-0.14847535008609108,0.57742020713178,-0.08728873455831403,-0.3576775450818007,5.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,0.48085186945694874,-0.8863168463411056,0.4381384151117235,0.1371497784408207,-0.7147804315374351,-0.5829331256421577,-0.3576775450818007,4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,1.428393755749697,-1.5819275895442078,0.4381384151117235,-0.04197106487266602,-0.7164564375538672,-0.4931221374502948,-0.3576775450818007,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,-0.15084272140488353,-1.0652751028893697,0.4381384151117235,-0.37116612825961515,-0.38293124028386233,0.4652359490470433,-0.3576775450818007,8.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,0.48085186945694874,0.30673819731398777,-1.8049607180152247,0.3719433162976895,-0.2723148431993381,-0.5492540050702092,-0.3576775450818007,7.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,0.48085186945694874,-0.9757959746152376,-1.8049607180152247,-0.6422679451665148,0.6293763936411778,1.1945760156551304,-0.3576775450818007,33.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,-0.7825373122667157,0.5453492060450065,-1.8049607180152247,0.40341049147438296,-0.37622721621813354,-0.8448818412017581,-0.3576775450818007,2.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,-1.7300791985594641,3.6472923195482494,-1.8049607180152247,-1.339386902927113,2.2282861333174826,0.8016529423157298,2.138774481202568,4.24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1.112546460318781,-0.2838837020474662,0.4381384151117235,-1.3999007013438316,2.2768903077940164,1.035535724065373,2.138774481202568,28.42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,-0.46669001683579964,-0.14065744405667222,0.4381384151117235,0.9044647423648132,-0.7114284195045707,-0.7344891682159264,-0.3576775450818007,2.75,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,-0.7825373122667157,1.0225712235070439,0.4381384151117235,1.177987111208381,-0.6293041246993936,-0.7337407433143277,-0.3576775450818007,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,-0.15084272140488353,0.09795356467434645,0.4381384151117235,1.1489404879683558,-0.2723148431993381,-0.9365638916476182,-0.3576775450818007,3.55,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
469,-0.15084272140488353,-0.5620146590995598,0.4381384151117235,0.9649785407815318,-0.0695181152110436,0.24632166532937697,-0.3576775450818007,4.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
